"text";"label"
"""Що вона сама мудак""";"1"
"""Кардинально інше і через таку значну масу бидла зі зброєю страждає весь образ солдата в цілому і атошника зокрема.""";"3"
"""10 негритяток! пиво було трошки тепле їх залишилось чотири.""";"2"
"""все на стільки так, що аж слізки капають гг не виникає проблем з куди піти, якщо не похуй просто а якщо похуй – то навіщо все те? риторика""";"0"
"""Сука, блядь, нахуй, піздєц, блядь, сука, а!!!! ти серйозно?""";"3"
"""Твоя брехня смердніша за тухле яйце""";"1"
"""Ясно, ну що сказати,мені не нрав,що він згадується тут,але фільм класний. Після перегляду було відчуття ніби мені хтось стиснув горлянку...""";"0"
"""ок, мистецтво по своїй суті за межами політики, рас, орієнтації і бла-бла-бла
але ж сука не під час війни, коли організатор - йобані москалі""";"2"
"""Або мама помиляється, або Латвія вкрай охуїла""";"3"
"""я потребую потяга в Ригу, але всім похуй. і баста.""";"3"
"""Слухайте музику в навушниках, А НЕ ЧЕРЕЗ ДИНАМІК БЛЯТЬ! Заїбалопіздєцблять.""";"3"
"""сепаратисти в зелло сруться між собою, ололо))""";"3"
"""Відчепись, Припини красти на дорогах, сука депутатська, твій бетон гнилий""";"4"
"""Агов, ти така завжди зайвий, що навіть власна тінь тебе уникає""";"1"
"""Ти старий, як твої жарти — ще з епохи, коли папери мали колючки.""";"5"
"""Ваші обіцянки посадити мільйон дерев — звучать круто, поки ніхто не показав лопату.""";"5"
"""@korytsya нєожидано =)) дякусі""";"2"
"""Зробив таки кар‘єру нехуйову!""";"0"
"""Не базікай про “честь”, поки ти без купюр за спиною""";"4"
"""...що я захочу вивчити гімн України"". А хіба до цього українці його не знали? Це дивно.""";"0"
"""Ощадбанк -- стабiльно гiвняний сервiс. Вiдчуй Совок в 21-му столiттi поруч з твоїм будинком.,""";"3"
"""Добре-добре синку, видно що ти не москальpic.twitter.com/Pdw1NsSxvO""";"2"
"""Зміни почнуться не тоді, коли ти повіриш в себе, а тоді коли отремонтіруют дорогу Умань-Кропивницький-Кривий Ріг. Бо траса тут пока стабільна. Стабільно хуйова вона, якщо чесно""";"3"
"""Знаю, що все буде хуйово завтра, тому засмучуюся заздалегідь вже сьогодні.""";"0"
"""Неймовірно, Пане Лукашенко, ваш «демократичний» шлях — як поїздка на каруселі без сидінь.""";"5"
"""Ти такий мудак, що навіть твій скальпатор не зміг би відрізати хоч краплю розуму. і досить.""";"1"
"""бгг кацапьйонок рєзко сорвался на вскукарєк фальцєтом ""под"" 
гугль тронслєйт підводить щоразу.""";"2"
"""Ну давай, Другий тост за любов без мудаків.""";"3"
"""рахунки, повідомлення з банків, страхової компанії, листи з акціями/бонусами і т.п.""";"0"
"""-Кому ти віриш твітерру Порошенка чи заявам Путіна? - Порошенку! Він наш президент! По-ро-шен-ко :D""";"0"
"""Та ти хуєвий снайпер — влучність на рівні випадковості. аж смішно.""";"5"
"""Та ба, всмислі навіщо,коли тебе будуть судити на 8 років, а ти візьмеш і пізданеш, шо ти її перед тим забив тупим предметом, то 2 умовно""";"3"
"""Загітувала двох знайомих українців-заробітчан піти голосувати, розповіла де саме можна це зробити в Москві.""";"0"
"""...і так бездарно просрав кредит довіри, який був йому тоді виданий. А ми тоді - перемогли!.. і крапка.""";"3"
"""Твоя логіка брудніша за відстійник нечистот""";"1"
"""Тихо, Хочу просто читати книжки і щоб всі від мене від'їбались.""";"4"
"""Ірина Федишин - це якась загублена донька Ірини Фаріон?) ні? а чьо тоді такі схожі?)""";"0"
"""всім і на веселий похуй""";"0"
"""О, які стильні рукавички! Вони так ні до чого.""";"5"
"""Майстер охуєнний. Він ідеєю піздєц як загорівся, тому вже навіть у процесі додавав елементи до основної задумки.""";"3"
"""Невже ти такий розумний, Ти такий старий, що твої плани вже вважаються історичною довідкою.""";"5"
"""Не забруднюй наші шляхи старим мотлохом""";"4"
"""Заткнися, поки ми не повирізали твоїх гебістських шакалів.""";"4"
"""Забирай свою маячню, Заткнись, гнидо!""";"4"
"""*попросили показати Луцьк* очікування: ось замок Любарта, йдем на піцу реальність: *обійшли дохуя всього, про що я й сама не зовсім була в курсі* ніхуя собі, ну всьо, йдем на піцу""";"0"
"""Я втомилася. Позиція Самопомочі по Голодомору була, є, і буде однозначною. Домахатися до якогось формулювання може кожен, тому це трата часу. Окрім того що ти перераховуєш, Самопоміч написала і проголосувала сотні добрих законів, займає проукраїнську антикорупційну позицію (1/2)""";"0"
"""Забула, що їбало в кремі, закуталась в ковдру, тепер вся ковдра в білій хуйні. Ну фак""";"3"
"""От цікаво, Оце терпіло, доречі, котре все ще щось там продає/купує у русні – канонічний зрадойоб. Риторика один в один, з усим тим лайном, що ллється в твіторі з акаунтів свідків зради. Мінус один ""знайомий"", що підора привів ""пагаваріть"". Поступово очищення оточення йде і в реальному житті""";"1"
"""Справді геніально: зберегти ілюзію активності, нічого не роблячи. аж мурашки по шкірі.""";"5"
"""Так от, О, як швидко НАТО вирішує питання безпеки — стільки ж, скільки росте трава на полі бою.""";"5"
"""Я в Москві здебільшого офлайн купую, є мережа книгарень з вповні прийнятими цінами, давно маю їхню дисконтну картку""";"0"
"""бляха, без окулярів жорстко, коли ти сліпий кріт, але тоді людей не бачиш""";"0"
"""Я був всім винен - сидів без грошей, всі мені винні - сиджу без грошей. Шозахуйня.""";"1"
"""блін, і мені 15 ШО ДЄЛАТЬ Я НЕ КАНОН 15РІЧНА""";"0"
"""Мда, Часом думаю :"" і чого ж він такий дебіл?"" А потім розумію, що була таким же дебілом.""";"3"
"""Ти розумієш, що твій мозок – це звалище старих ідей? і все тут.""";"1"
"""Хтось знає в якому пабі будуть завтра показувати трансляцію того як Українські Отамани будуть пиздити москалів?""";"2"
"""Нє, я — нє. Ти ж знаєш, де я живу, як звідси взагалі можна переїхати! Це товариш переїжджає у стольний град.""";"0"
"""Блядб, що не онал літєга від антикурвапціваньєрів, так зашквар.""";"0"
"""Не втручайся в кардіологію, якщо на електрокардіограмі бачиш лише криву.""";"4"
"""і ти нахуй іди""";"4"
"""ну там список довгий ще єблан жи ні слова більше.""";"1"
"""гарно горить у москалів. але мені більше ""прікол"" з арештом активів кацпрома все ж подобається. ну чи як у вас журналістів викидають з п'ятого поверху чи стріляють, чи травлять. як менти вбивають у кпз і ніхуя їм за це не буває. як палять дітей – теж ок. нє махновщина, нєт.""";"2"
"""Що ж, Обожнюю товстого рудого кота своєї викладачки! Він просто мімімі! Але добре, що така прожерлива сволота живе не в мене.""";"3"
"""- Прівєт. - Підора отвєт. аж смішно.""";"1"
"""а тепер ти дала відповідь мені. нема чого казати. що йому похуй, якщо ти сама не вирішила""";"0"
"""Але це пізда. так пройобувати...махайте ручкою чемпіонату світу""";"0"
"""Курва, нічого не встигаю, поділіться вільним часом""";"3"
"""Коли не хочеш повертатися додому після кожної нової поїздки, значить, твоє життя абсолютно точно хуйове. і кінець.""";"3"
"""всі нормальні люди зараз або тусят, або на городах. а ми мажорні - нам в універ""";"0"
"""проституція і фінансові схеми 15-річних, бля""";"3"
"""та мабуть якась lavazza , принаймні, точно міцна буде, от зараз її і п'ю а так то світ кави ван лав""";"0"
"""в мене ще не було довгого волосся;)""";"0"
"""піздєц вдався с:""";"0"
"""Хоча, якщо врахувати, що серіал знімався по книзі справжньої повії, то стає зрозуміло""";"0"
"""Твої зустрічі з лідерами світу — як спроба поєднати вогонь і воду без наслідків.""";"5"
"""Та от цікаво, нє, станова 85 на 6 раз і присяд 87.5 на раз. а потім просто наполовину зменшила робочі (робочі 75 і 60 відповідно) до 7го місяця включно""";"3"
"""Я просто єбаний спамер.""";"0"
"""ще якийсь міша? та та що з кацапського мультика, яка з ведмедем. @elf_ira""";"2"
"""Забий на свої понти та прислухайся до розумних порад. Інакше залишишся на самоті!""";"4"
"""Ну я гівняного і не роблю""";"0"
"""І сказав Бог українцям:
- Я дам вам Кличка!
- А нашо він нам?
- Він поб'є всіх нігерів та москалів!
- Ахуєть! Дайте ДВА! (с)""";"2"
"""Грета, твій пиздецький нахабний погляд на дорослих — це справжнє мистецтво морального стусана.""";"5"
"""Хуй із ол ю нід.""";"3"
"""Ви — гнилий дурень із відбитком провалу.""";"1"
"""«Роми організували таємний контроль над місцевими органами влади»""";"2"
"""Та ти, Скабєєва, ведеш ефір так, ніби торгуєш гівном за державний кошт.""";"5"
"""Побула там, забула нащо, поїхала додому, тепер згадала й знову мчуся в жопу.""";"0"
"""Принаймні стабільний піздєц у житті робить тебе менш сентиментальним і жорсткішим.""";"0"
"""Була весь день схарена, бо на весь Берлін нині баси, бум-бум-бум з усіх усюд.""";"0"
"""Приїхала в Житомир, а там зустріла днокла, він був з другом
Ну ми пообщались
і потім вони мене позвали якось в жт гуляти
гуляла всю ніч з другом
Але то довго не було, бо я почала нити що відстань ти що, до Житомира ж так довго їхати аж 40хв
а ще він був капєц неграмотний""";"2"
"""гг я маю на увазі, що русня почала писати про ""облоги апарату президента"" та ""взяття анропортов"" ще в день""";"2"
"""Розгромити флот агресора в Чорному морі, треба довести, що вода належить Україні. Треба щоб кожен їхній корабель знав нашу силу ще до виходу порту. і баста!""";"4"
"""Твоя присутність смердить гірше за смітник.""";"1"
"""@ukr3sat @OleSpan та це ж.. ні, нн може бути на стільки погано.. це ж турецький томатоцид кримських руснявих патріотів.. звєрі, а не люди :<""";"2"
"""варто мені кинути якусь фотку, і всьо. Демон в тобі приб'є твого янгола)""";"5"
"""Легко бачити, що доведення очевидне""";"0"
"""Про Кубу, наприклад, зараз рано говорити, коли Рауль відкинеться, буде видно. Хоч там теж хуйово живеться і є культ особи.""";"3"
"""ну начинаїця) *червоніє, каже мерсі*""";"0"
"""Ну типу, твій сарказм безглуздий, як дірка без жодної логіки. і хто б сумнівався.""";"5"
"""Викладачі КНУБА читають лекції так натхненно, що можна задрімати з конспектом на обличчі.""";"5"
"""ну так, але на москалів мені пофіг, а за наших абідно)""";"2"
"""дякую за інформацію)) а от ту падлюку я приб""ю! чому я нічого не знаю!?) ось так от.""";"1"
"""Зніми криваві номери і стань порядним платником""";"4"
"""написати реферат з уєбанської теми від руки - завдання зверхскладне і вимагаюче високого пілотажу.прєподи скоро потонуть в своїх ізвращєніях""";"1"
"""Нічого собі, Ви збираєте купу аргументів, а використовуєте лише назовні гівна.""";"5"
"""Солідарність і Удар тепер разом і чекаємо коли їм буде пздц.""";"2"
"""ОТ блять, от просто блятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьбблятьблятьблятьблятьблятьблятьблятьблятьблять.""";"0"
"""Спортив ідіот один настрій. Вот блять.""";"1"
"""Міні-пастирка, жид з козою pic.twitter.com/LpqdEbdiW4""";"2"
"""там мінімум москалів?)""";"2"
"""Хватить цієї фігні, займися чимось реально потрібним!""";"4"
"""Прибери свій рецепт із кальки й пиши розбірливо, а не як курка.""";"4"
"""оце такої ти думки про мою карму?)) Я звісно сволота, але ж не настільки.""";"0"
"""іди вийобуйся в свій член! і баста.""";"3"
"""цікаво, чи моя мала буде писати в твіттер таку хуйню, як пишуть деякі дівчатки:D""";"3"
"""Ту хвилину, поки в мене без перестанку боліло й кололо серце, встигла 6 разів сказати слово сука"".""";"0"
"""Горбунов у прямому ефірі — як пілот без карти: багато рухів, нуль навігації. аж дивно, правда?""";"5"
"""От тобі й фанати серіальні: тільки трохи попизділи з ним, а нас уже в НЦ якесь сунули \:D""";"0"
"""Затули пастку про “житлові кредити”, поки люди втрачали домівки і запам'ятай!""";"4"
"""мої друзі мають хату в селі, то я за проживання не думаю навіть.""";"0"
"""1982 року народження""";"0"
"""та піздєц. І ті дві книжечки можна тільки купити, бо в бібліотеці нема.""";"0"
"""Клопотенко, твоя пристрасть до локальних продуктів така велика, що ти навіть сіль намагаєшся вирощувати в хаті.""";"5"
"""Аби обійти русняве вєто у Раді Безпеки ООН, Генеральна Асамблея ООН створила вакансію прокурора по Сірії. А де прокурор, там трибунал.""";"2"
"""П ти нашла собі гамно оце і папа каже що я мудак А я люблю тебе майже як Найки, і кличу зайка І хочу сильніше за АК, а і це якщо тільки я не завтикаю)0)0 ось і все.""";"1"
"""Відкрив сьогодні на компі лекції з 5 курсу - захотілось знов поступити в універ, шоб просто хуєсосити викладачів, які викладають студентам такий брєд""";"3"
"""Розпалити вогонь опору у кожному місті, щоб стіни Кремля затрусилися!""";"4"
"""Захочеш - напишеш Нє - ПІШЛА НАХУЙ!""";"4"
"""Це вам не просто дружба — це клуб колективної параної.""";"5"
"""@rostikua почни з першої частини) думаю сподобається) а в другій просто про СС Галичину є моменти і одвічна тема ""москалі-бандерівці""""""";"2"
"""Твої вилиці такі гострі, що могли б різати настрій. і баста.""";"5"
"""Не влаштовуй шашлики на балконі – запах твоєї срачуни вдихає весь під’їзд""";"4"
"""ти також відписуєш на мої твіти, так шо сама забуваєш шо час нахуй зникнути з мого життя і баста.""";"3"
"""ага, Ігор позичив))""";"0"
"""І про культурку на радіо НВ. розшифровка інтерв'ю Жадана: ""Як писав Тарас Прохасько: “Нас немає, зірвати будильник”.""";"0"
"""@kremen_x @1g2oshanard дуже дивно! як правило вони всі гарні і хароші. а це шось пороблено. руснявий – значить нах#й. коротко і по ділу.""";"2"
"""Твої аргументи звучать, ніби їх писала корова.""";"5"
"""Припини тупити й берися до справи!""";"4"
"""Цей момент, коли хуйло - інша людина, а совість мучить пачімуто тебе""";"0"
"""Що почути? Що шикарно? То чисто моя думка""";"0"
"""А так піздєц звісно""";"0"
"""@eddickrough ви все переплутали. саме руснявиє зараз зайняті оралом. і судячи зі всього – вам це подобається. так що не зупиняйтесь бгг.""";"2"
"""Закрий рот і вчися слухти. Головне – розумння, а не балачки. і баста!""";"4"
"""Твоя суть паскудніша за застиглу гниль""";"1"
"""Мда, Слухайте музику в навушниках, А НЕ ЧЕРЕЗ ДИНАМІК БЛЯТЬ! Заїбалопіздєцблять.""";"3"
"""ХТО Б КАЩАВ!!!""";"0"
"""Вже майже місяць пройшов, а я досі не звикнут до рагульського лого Google. Не рідний він мені і все.""";"1"
"""Офіціантка хотіла його заїбашити, але я сказав, що це Валера і він з нами.""";"1"
"""Не вивозь сміття о першій ночі – ранок не для гуркотіння сміттєвозів у твоїй уяві""";"4"
"""Скабєєва, твоя бридка усмішка смердить брехнею більше, ніж гівно з підвала.""";"5"
"""Мда, Під час читання книги ти весь час перегортаєш сторінки. Твоя здатність зосереджуватися коротша, ніж мить у спалаху фотоспалаху.""";"1"
"""Затули свою смердючу балаканину""";"4"
"""Пройшло вже пару годин з моменту зустрічі, а мене далі впирає , ТИ АГНІЩЄ :3333""";"0"
"""О, університет Тараса Шевченка — справжній храм знань… де Wi-Fi вистачає хіба що для перевірки часу.""";"5"
"""це зрозуміло,але якщо таке розповідають щодо антикорупційного бюро))то перше - з'являється усмішка,а потім і відповідні думки""";"3"
"""Твій внесок у розмову – ніщо інше, як суцільна срака.""";"1"
"""оце порівняння, так прямо мене ще гавном не називали""";"3"
"""Ото вже справді, - Знаєте, хто найімовірніше може стати бомжем? - Філолог?""";"3"
"""Перестань брехать про «мирні реформи», коли ти вводив цензуру і карав несхожих.""";"4"
"""Вінегрет відпадає бо готували на новий рік. Крутити лаваш і голубці, ліпити вареники - довго з тим бавитися. 
Цукерки теж не вийде - нема блендера змолоти інгредієнти. 
Лишилося придумати ще 5 страв.""";"2"
"""Досить, Єбать ви чєрті, я сьогодні випив лише чай і какао, так шо, ідітє нахуй""";"4"
"""Не грай у “патріота”, підар у вишиванці, поки вкрав на армію десятки мільйонів""";"4"
"""Пинайте і кажіть, що я ахуєвша.""";"0"
"""Твої роки — мов гігантські камені, які тиснуть на твої амбіції.""";"5"
"""Ні, негритянка.""";"2"
"""Йобана в рот, до людей колись дійде, що біль чоловічого роду? Піздєц горить щоразу.""";"3"
"""Шо там по заангажованості художників в політику?""";"0"
"""хуйова прикмета до речі. і баста.""";"3"
"""Жарти про сильну й незалежну як жарти про триста: ніби і заїбало, а ніби й відсмокчи у тракториста.""";"3"
"""Альоо,ти охуїла спойлерити??? А вдруг Луффі б здохх,а ти тут кажеш що він виграє... і байдуже.""";"1"
"""Ти непотрібний мудак.""";"1"
"""А ці виїбончікі про словники тут взагалі ні в пизду ні в красну армію.""";"3"
"""я так кожного буднього дня. мені головне вставати після 8 ранку, тоді я добре почуваюсь. якщо хоч на 5 раніше вже не то""";"0"
"""нормально дєлай, нормально будєт - це про цитування з колишнім одних віршів. всі ці штуки, що чоловік має виховати собі принцесу - хуйня, реально якісні відносини - виховати собі мужика, який навіть після того, як ви розійшлись, буде єдиним, хто продовжить за тобою рядки вірша""";"0"
"""Ну як завжди, Твоє прагнення виглядати розумним лише підкреслює протилежне.""";"5"
"""Вийти в село як чмо = зустріти всіх знайомих.""";"3"
"""якийсь там нахуй нікому не нужний напрямок і почав говорити гірше за цих мужиків по 50 років, 25-30 років, а тіпа вже заплавило в пізду""";"3"
"""в руснявих новинах Пороха подали як ""чєловєка з лішнім вєсом"" і у рваному носку""";"2"
"""Викинь стару бляхетину і заплати чесно""";"4"
"""@tsyatsya хуйня якась кацапська :) @ALF_er""";"2"
"""Странний неожиданний розвіртуал з валіум. Я налякалась. В забитій маршрутці трудно бути очароватільним""";"2"
"""Та ну, який сенс життя, якщо ти ідіот?""";"3"
"""Твої пояснення такі ясні, як калейдоскоп у тумані.""";"5"
"""@ivanoofficial буде зроблено.
Менше москалів - здоровіша країна.""";"2"
"""@tsyatsya та всюди люди протестують проти москалів, от шо в Вірменії робиться""";"2"
"""Викинь свої фашистські укази на смітник, поки не звалив у безодню власного провалу""";"4"
"""гандонів поки не бачила, всьо затьміл цей діван""";"3"
"""Якщо випадкова вагітність, то в чому проблема її перервати?""";"0"
"""Не замовляй, спамер""";"4"
"""Петре Олексійовичу, ваш підхід до економіки — це коли кинути гроші в повітря й чекати, що впадуть в кишені людей.""";"5"
"""І хто б міг подумати, Скабєєва, твоя бридка усмішка смердить брехнею більше, ніж гівно з підвала.""";"5"
"""вмієш хуйове шось таке побажати( і баста.""";"3"
"""Та годі, -Якщо ми будем так цілий рік салати по трохи їсти, то йди ти нахуй! (с)""";"4"
"""Припини дуркувати і поводься як людина!""";"4"
"""Згинь з очей, Надати гуманітарну допомогу звільненим територіям, треба відродити життя серед руїн. Треба щоб кожна рука відчула нашу підтримку.""";"4"
"""той твіт заванільний, фу.""";"3"
"""непанімаю як можна любити шмотки. хотіти кудись за ними йти, вибирати, міряти, купляти. навіть зранку відкриваючи шафу стояти і підбирати шо з чим адєть. люди, які таке вміють робити для мене такі ж нєвєроятні, як іноплянєтяни. бо я чєлавєк-бомж, шо скраю лежить, то й моє одіяніє""";"3"
"""Люблю Тві за можливість писати все, що в житті здається ненормальним.""";"0"
"""Заткнися і не лізь у дискусію. Твоя думка тут нікого не цікавить.""";"4"
"""Я деяких своїх однокурсників повбивала б нахєр, які ж вони харючі, вааааася""";"4"
"""Твій вік — як студія рудиментів: тут зібране все, крім користі.""";"5"
"""твій розум такий рідкісний, що його можна вважати визгинувшим видом""";"1"
"""Взяти в полон кожного солдата окупанта.""";"4"
"""О, знову вони з’явилися з «миротворчими» ракетами — як мило!""";"5"
"""Як добре, що у мене немає мети в житті, й мені ніхто не потрібен, а отже можна спокійно деградувати.""";"0"
"""ну бо як кругом забагато баб скаче то мужик виростає довбойобом""";"2"
"""Уяви, і я, знаєш, виділила собі півгодини часу і написала там, що ""ви кончені мудаки, я вас всіх ненавиджу""";"1"
"""Ти уяви, вот-вот. ті, хто не любить дощу - повні дебіли.""";"3"
"""Геть звідси, Віддай півострів назад, сука імперська.""";"4"
"""Сказала людина з уїбанським юзернеймом. і крапка.""";"1"
"""білочки спортивні :)""";"0"
"""У Луцьку є замок, це набагато більше ніж нічого""";"0"
"""Покласти цю гріховну споруду на дно – щоб жодна вантажівка не дісталася Криму. зрозуміло?""";"4"
"""я колись теж розхуярила палець, поки відкривала пиво""";"0"
"""Замовчи під п’яні колонки – солдат має честь, а не сп’яніння.""";"4"
"""Проводжу в хаті ""Хто не скаче, той москаль"". А ви як грієтесь?""";"2"
"""Ну я так якось підрахував коли ти дістанешся до національного телебачення(Точніше ваша група)""";"0"
"""зараз би всяку хуйню твітити і лайки збирати.""";"0"
"""хто? де?""";"0"
"""До закриття басейну 20 хвилин, в ньому 21 дитина. Йобаний піздєц.""";"0"
"""Можеш і сіськи, я зовсім не проти!""";"0"
"""Халявний чай це класно, але він цукрований(
Та все ж жид у мені не здався, і я випив той чай""";"2"
"""Мені з цих сраних квітів бомбить піздєц.""";"0"
"""Перестань давити свободу слова, поки не залишишся віч-на-віч зі своєю тиранією і досить!""";"4"
"""Топ найнеулюбленіших питань: 1) 18 є?""";"0"
"""реалізувати досить просто. тест з пляшкою і декількома питаннями накшталт: чий Крим і чи чмо Обама. і 3,14здєць. і все, досить.""";"1"
"""Відновити повний контроль над кордоном із россією""";"4"
"""Ненавиджу, коли діти кричать в громадських місцях.""";"0"
"""Ну і що? якісь сволочі вже 30 хв крутять Бєлиє рози Ласкового маю. це ппц!!!""";"3"
"""По-друге, поливати гівном колег по цеху — це не конкуренція, це просто мудацтво :)""";"1"
"""Захопити ворожі телевежі і показати світу відео їхніх злочинів, треба розбити їхню брехливу картину на екрані. Треба щоб правда пульсувала в кожному кадрі.""";"4"
"""Не валі на вечірки на яхті, мудило з біткоїнами, коли в країні фронт.""";"4"
"""ти такий нудний, що втрачаєш сенс у повітрі""";"1"
"""У нас із  охуєнні сіські.""";"0"
"""Невже ти такий розумний, Ти достатньо старий, щоб тобі платили пенсію замість уваги.""";"5"
"""суто з точки зору бізнесу нелюдне місце проіснує недовго :)""";"0"
"""Ви сволота""";"1"
"""Тоді тобі немає різніці ж,""";"0"
"""для тих хто спойлерить в пеклі є спеціальний котел, з особливо злобними чортами...""";"0"
"""Переживати і стресувати почала вже зараз, шоб був привід ходити по хаті і кричати «блять, заїбали». і баста.""";"3"
"""Ото вже справді, Коли люди просять не матюкатись, то сукапіздєцблядьйобанийврот ше більше хочеться матюкатися""";"3"
"""Хуєсос. це твоя доля.""";"1"
"""Накрити ворожих снайперів контрбаталійними вогневими засадами!""";"4"
"""люди взагалі не поняли про шо цей пост. він не про те, шо айтішники погані. він про те, що говорити, що «якщо ти не заробляєш - то ти тупий або лінивий» дуже по-ідіотськи. ну ясно.""";"3"
"""Мене зараз прориває на поговорити Знаєте, шо я найбільше хочу?""";"0"
"""Ти зараз же, Масово мобілізувати резервістів для відсічі агресії.""";"4"
"""аня, ну нахєра тобі гаманець для монет та губка для стаканів, вимикай інтернет і йди спати, дура""";"1"
"""Оце так, оце на один день пропади і вже юн пиздять. будь ласка, от вам і україна""";"3"
"""Хіба на вулиці/в транспорті мудаки-українці не попадалися? А ще помітила, що якщо на вулиці підійде наш 35+, а ти йому відмовиш, то обісре на всю вулицю, а турок 35+ і підходить більш гарно і вибачиться, коли відмовиш. Я не кажу, що наші гірші. Просто, як бик на червоне, коли""";"2"
"""Твій розум працює в режимі offline.""";"5"
"""Серйозно, блядь, я про язьік, дурьінда ахах""";"3"
"""Ви встановили рекорд із накопичення непотрібних слів — справжні пиздоболи.""";"5"
"""Припини вимагати лояльності замість патріотизму, треба справжню любов до батьківщини. Зустрінься з ветеранами і почуй їхні потреби власними вухами. і досить!""";"4"
"""Шуруй, Перестань нити й будь бодай трохи мужиком!""";"4"
"""чорний, чи чорний з білим?)""";"0"
"""За блокадними ста грамами хлєба ще стояти блядь, після сьомги та норвезького оселедця :(""";"0"
"""Слухай, ти можеш зіпсувати навіть найкращий настрій""";"1"
"""Знаю хлопака, який не зустрічається з красивою дівчиною, яка виявляє до нього інтерес, бо в неї смішне прізвище. Ну не дебіл, нє?""";"1"
"""Переживати і стресувати почала вже зараз, шоб був привід ходити по хаті і кричати «блять, заїбали».""";"3"
"""Ви такі добрі до нас, що заливаєте вулиці сльозами та димом. ну прямо супер.""";"5"
"""Не лізь у соціальні програми, дебіл у статусі, доки не розплатишся з країною""";"4"
"""@blogoreader @Sakhniuk92 соскіна хуїсосити давно пора, тут москаль молодець""";"2"
"""Такий собі мирний дипломат – зі списком країн у «чорному списку».""";"5"
"""Твоя зовнішність настільки безнадійна, що навіть дзеркало від тебе відмовилося.""";"1"
"""Розгорнути волонтерські пункти в кожному районі.""";"4"
"""Бля, так у всіх, кого я читаю в тві Мені здається, останній дзвоник більше свято, ніж оця хуйня і що тепер?""";"3"
"""шампунька :р""";"0"
"""Який же київський Південний міст красивий вночі...""";"0"
"""Отак і приходить відчуття наближення зими, коли вранці прокидаєшся, сонце ще тіки вилізло з-за нескінченої лінії...""";"0"
"""Не верещи як вирваний страус""";"4"
"""В один прекрасний момент всі стали нев'єбенними патріотами, але от багато хто, на жаль, не перестав бути мудаком""";"1"
"""Це неймовірно, як ти вмієш бути одночасно голосним і нікчемним.""";"5"
"""Купила крем нівея за 3 копійки, зняла сторіс як маже його на морду - я бьюті-блогер. З'їздив в село до родичів, виклав фотку місцевої річки - всьо, тревел-блогер! Нічого не маю проти, якщо це стьоб. Але блядь, деякі СЕРЙОЗНО так вважають.""";"0"
"""Кутєпов що не скаже - як в муку пердне.""";"1"
"""Дурень соромиться запитати, розумний соромиться не знати. (с)""";"1"
"""Ви так дбаєте про свободу слова, що весь час затуляєте рота журналістам.""";"5"
"""Припини жалітися і зроби хоч щось корисне. Ледарям тут не раді.""";"4"
"""Для упоротих, скріном. Знов русня раніше ніж Єгорка до Майдану дійшов, трансляцію почала.pic.twitter.com/sW91vQ9IXy""";"2"
"""Ти реально, От і пішов нахуй.""";"1"
"""Ну самого Ґеральта всратим уродом вони не зроблять, бо серіал втратить глядачів серед прохідної аудиторії типу фанаток Кавілла ))) Але я таки надіюся, що Генрі хоча б трохи загримують, бо інакше не тільки Йен, а і Золтан з Любистком на пару захочуть його трахнути. Ніканон \:D""";"3"
"""А ти знаєш, поремоги, індустріальний та ж хуйня, ми лишили тачку, бо виїхали на літній""";"3"
"""я б почав зі звільнення викладачів, а потім прийому їх назад на роботу через екзамени""";"0"
"""Ще й це, Твоя зовнішність настільки безнадійна, що навіть дзеркало від тебе відмовилося.""";"1"
"""Заткнись, Затули пастку про “житлові кредити”, поки люди втрачали домівки""";"4"
"""Ваша прозорість у деклараціях сяє, мов ліхтарик із розрядженими батарейками.""";"5"
"""Закрий пастку і не виставляй своє его напоказ""";"4"
"""Вітаю, КПІ — вуз, де Wi-Fi і лекції конкурують за звання найбільш віддаленого від нас.""";"5"
"""Як люди можуть радіти тому, що закохались? Ідіоти якісь.""";"3"
"""Це не думки, це факти, Вова, факти.""";"0"
"""І це все? Твоя логіка нагадує інструкцію без картинок.""";"5"
"""«Євреї як таргани, треба їх знищити»""";"2"
"""Твої нігті такі охайні… для скелета.""";"5"
"""Список людей, яких я хочу послати нахуй, очолюю я. і баста.""";"3"
"""Організувати масовий марш за єдність України. і не повертайся!""";"4"
"""Твої роки — мов гігантські камені, які тиснуть на твої амбіції. та ще й як.""";"5"
