"text";"label";"source"
"Ця курточка — як броня проти будь-якого стилю.";"5";""
"Твої окуляри такі темні, що ховають твої думки… нарешті.";"5";""
"О, який же ти молодець — з твоїм віком уже можна оформляти пенсію в історичний музей.";"5";""
"Ти майже як антикваріат: чим давніше існуєш, тим дорожчий в лабораторії нудьги.";"5";""
"Вік у тебе такий поважний, що навіть хроніки скучать від твоїх спогадів.";"5";""
"Ти наче путівник у минуле: кожна твоя історія — важка діаспора нудьги.";"5";""
"Ого, із таким віком ти, мабуть, бачив більше, ніж хочеш пам’ятати.";"5";""
"Твої зморшки — як карти світу: кожна лінія нагадує про провал твоїх амбіцій.";"5";""
"Ти старий, як твої жарти — ще з епохи, коли папери мали колючки.";"5";""
"З твоїм досвідом можна ставити музей експонатів про безрезультатні надії.";"5";""
"Твої роки — як надокучливі сусіди: завжди нагадують, що ти вже не жарт.";"5";""
"Ти в такому віці, що кожен твій день — як повтор серіалу без змісту.";"5";""
"Твої роки такі солідні, що навіть піраміди заздрять твоїй міцності… у затуханні.";"5";""
"Вік у тебе — як стара касета: скрипить і заїдає на одному місці.";"5";""
"О, похвала тобі: з твоїм віком ти вже експерт у безцільному сидінні.";"5";""
"Ти так довго живеш, що навіть твоє відображення в дзеркалі відмовилося вірити.";"5";""
"Твої роки — мов гігантські камені, які тиснуть на твої амбіції.";"5";""
"З таким віком ти можеш розповідати анекдоти, які ще динозаври переказували.";"5";""
"Ти старіший за власні мрії, і вони давно втекли від тебе.";"5";""
"Твій вік — як важкий рюкзак: несеш його, але він усе одно тягне вниз.";"5";""
"Ти достатньо старий, щоб тобі платили пенсію замість уваги.";"5";""
"З твоїм досвідом ти нарешті навчився однаково довго нудьгувати.";"5";""
"Твій вік — наче безкінечна презентація: важко витримати до кінця.";"5";""
"Ти вже пережив стільки зим, що навіть твоє відчуття часу замерзло.";"5";""
"Твої роки — як затхлий підвал спогадів: тягнуть вниз і пахнуть смутком.";"5";""
"Вік у тебе — мов башта з руїн: колись велич, а зараз просто порожнеча.";"5";""
"Ти такий старий, що твої плани вже вважаються історичною довідкою.";"5";""
"З твоїм віком у тебе вже є грамотність у марнуванні часу.";"5";""
"Твої роки такі вагомі, що можна відкривати музей невикористаних можливостей.";"5";""
"Ти настільки старий, що твій календар виснажений геть до останньої сторінки.";"5";""
"Вік у тебе — як гігантський якор: тримає твої амбіції на дні.";"5";""
"Ти вже подолав більше етапів життя, ніж має сенсу згадувати.";"5";""
"Твої роки — як порожній фільм: довго й нудно.";"5";""
"Ти такий старий, що твій паспорт мріє про пенсійний відпочинок.";"5";""
"Твої роки — як холодний чай: вже не освіжають, тільки стухнуть.";"5";""
"З таким віком ти майже мем: люди згадують тільки з сумом.";"5";""
"Ти досвідчений у марнування часу — і справжній чемпіон.";"5";""
"Твої роки — як позичена парасолька: ніколи не знаєш, коли підведе.";"5";""
"Ти старший за свої надії, і вони вже теж посивіли.";"5";""
"Твоє життя — мов стара книга: сторінки склеєні пилом забуття.";"5";""
"Вік у тебе — як важке пальто: весь час чіпляється й ніде не годиться.";"5";""
"Ти настільки старий, що твої спогади про майбутнє давно втрачені.";"5";""
"Твої роки — як бульдозер: розчавлюють будь-яку ідею на підході.";"5";""
"Ти пережив більше сезонів, ніж цілий серіал невдач.";"5";""
"Твій вік — як студія рудиментів: тут зібране все, крім користі.";"5";""
"Ти такий старий, що твій енергійний порив — це похитування палиці.";"5";""
"Твоє відчуття часу — мов годинник без стрілок: завжди запізнюється.";"5";""
"Твої роки — як гнітючий фонари: світять ледве помітним сумом.";"5";""
"Ти в такому віці, що навіть твоє «я молодий душею» звучить як жарт.";"5";""
"Твій вік — мов обірвана стрічка: кінець раніше, ніж очікуєш.";"5";""
"Ви такі активні… як корова в цирку без глядачів.";"5";""
"Ви володієте таким збором ідей, що б у клубі пустоти позамикалися.";"5";""
"Ви працюєте так злагоджено, ніби кожен сам по собі.";"5";""
"Ви справжні професіонали у марнуванні часу.";"5";""
"Ви піднімаєте дискусію на рівень… епічних провалів.";"5";""
"Ви керуєте бесідою так, ніби зорілу кашу перемішуєте.";"5";""
"Ви створюєте таку гармонію хаосу, що самі вражаєтеся.";"5";""
"Ви володієте таким шармом, що повітря навколо вас скучає.";"5";""
"Ви з легкістю перетворюєте просте на безнадійний лабіринт.";"5";""
"Ви вражаєте спроможністю критикувати без жодного конструктиву.";"5";""
"Ви ніби оркестр без інструментів — багато руху, нуль звуку.";"5";""
"Ви тонко глузуєте з порожнечі… власних аргументів.";"5";""
"Ви робите внесок у розмову, наче сніг на сонці — марно.";"5";""
"Ви створюєте атмосферу, якби вдарили в барабан порожнечею.";"5";""
"Ви демонструєте справжню майстерність пустослів’я.";"5";""
"Ви наче хоровий колектив тиші — всі разом і ні слова.";"5";""
"Ви віртуози безрезультатних обговорень.";"5";""
"Ви перетворюєте будь-яку тему на театр абсурду.";"5";""
"Ви настільки згуртовані, що зливаєтеся в одну суцільну помилку.";"5";""
"Ви жонглюєте словами, наче порожніми коробками.";"5";""
"Ви встановили рекорд із накопичення непотрібних слів.";"5";""
"Ви керуєте дискусією, ніби ведете танок із тінню.";"5";""
"Ви майстри створювати галас без причини.";"5";""
"Ви справжні чемпіони у гонці за нульовим прогресом.";"5";""
"Ви так активно дієте, що здаєтеся невидимими.";"5";""
"Ви вмієте говорити багато, ніби жонглюєте голими руками в темряві.";"5";""
"Ви творите справжнє шоу марнування слів.";"5";""
"Ви збираєте ідеї, як пил у кутах забуття.";"5";""
"Ви ведете розмову, якби рухалися у колі без виходу.";"5";""
"Ви вражаєте узгодженістю хаосу.";"5";""
"Ви створюєте ефект, ніби кричите у відчинені двері.";"5";""
"Ви спроможні зібрати армію аргументів, але забути їх використати.";"5";""
"Ви майстри роздування кульки з порожнечі.";"5";""
"Ви настільки переконливі, що жодного сенсу не лишаєте.";"5";""
"Ви відкриваєте нові горизонти нікчемності.";"5";""
"Ви володієте талантом робити голосніше, коли треба тихіше.";"5";""
"Ви ведете дискусію, наче натискаєте на гальма під час фінішу.";"5";""
"Ви досягаєте максимального ефекту з мінімуму сенсу.";"5";""
"Ви вмієте перетворювати прості відповіді на марафон без фінішу.";"5";""
"Ви створюєте синфонію безладдя.";"5";""
"Ви будуєте замки з повітряних кульок… без повітря.";"5";""
"Ви тонко намікаєте на проблему там, де її ніколи не було.";"5";""
"Ви справжні піонери занудства.";"5";""
"Ви вражаєте здатністю бути голосними та непомітними одночасно.";"5";""
"Ви ведете дискусію, як старий грамофон заїдає на одному місці.";"5";""
"Ви генеруєте більше шуму, ніж корисної інформації.";"5";""
"Ви перетворюєте будь-який обмін думками на цирк без глядачів.";"5";""
"Ви настільки вправні, що можете голосно мовчати разом.";"5";""
"Ви так майстерно марнуєте час, що ваші хуєві зусилля заслуговують на медаль.";"5";""
"Ви генеруєте більше сраного шуму, ніж корисної інформації.";"5";""
"Ви вмієте зіпсувати будь-яку тему, як розкидані по підлозі недопалки.";"5";""
"Ви працюєте так злагоджено, ніби кожен сам по собі, і все одно виходить пиздець.";"5";""
"Ви влаштовуєте цирк без клоунів, а все одно виходить суцільна хуїта.";"5";""
"Ви говорите багато, але ваші слова — як пуста пляшка на узбіччі.";"5";""
"Ви створюєте такий хаос, що навіть срані боги прийшли б у ахуєння.";"5";""
"Ви вмієте критикувати без жодного конструктиву — справжні суки-руйнівники.";"5";""
"Ви тонко глузуєте з порожнечі власних аргументів — майстри хуєвого сарказму.";"5";""
"Ви перетворюєте просту бесіду на пиздецьовий кошмар.";"5";""
"Ви керуєте дискусією, як п’яний штурман веде корабель — у повному ахує.";"5";""
"Ви розвиваєте тему так, ніби у вас в голові лише гівно й порожнеча.";"5";""
"Ви встановили рекорд із накопичення непотрібних слів — справжні пиздоболи.";"5";""
"Ви вражаєте узгодженістю хаосу і повним відсутністю сенсу.";"5";""
"Ви тонієте у власній хуєвій балаканині — щось типу самостравлення словом.";"5";""
"Ви генеруєте більше лайна, ніж каналізація у карантин.";"5";""
"Ви перетворюєте будь-який обмін думками на суцільну пиздецюху.";"5";""
"Ви ніби оркестр без інструментів: багато руху і лише гучний пиздець.";"5";""
"Ви створюєте атмосферу, якби вдарили у барабан… порожнечею.";"5";""
"Ви — чемпіони у гонці за нульовим прогресом і повним відсутністю толку.";"5";""
"Ви майстри пустослів’я, ваші слова — порожнє лайно.";"5";""
"Ви генеруєте більше сраного еха, ніж корисної відповіді.";"5";""
"Ви перетворюєте діалог на цирк, де всі крутяться й жодного гівна не вирішується.";"5";""
"Ви володієте таким шармом, що жодна здорова людина не витримає вашої хуєвої присутності.";"5";""
"Ви збираєте ідеї, як пилюка у кутку: марно й безглуздо.";"5";""
"Ви ведете розмову, немов заїжджена платівка: застрягаєте на одному хуї.";"5";""
"Ви вмієте говорити багато, але так і не сказати нічого путнього — справжні холуї пустослів’я.";"5";""
"Ви створюєте справжнє шоу марнування слів — пиздецьовий театр.";"5";""
"Ви збираєте купу аргументів, а використовуєте лише назовні гівна.";"5";""
"Ви майстри роздування кульки з лайна.";"5";""
"Ви переконливо мовчите, коли треба говорити, і навпаки — майстри хуєвої комедії.";"5";""
"Ви вражаєте здатністю бути голосними й непомітними одночасно — подвійний пиздець.";"5";""
"Ви генеруєте більше марних фраз, ніж соцмережі мемів.";"5";""
"Ви перетворюєте будь-яку тему на пиздецьовий лабіринт без виходу.";"5";""
"Ви тонко натякаєте на проблему там, де її ніколи не було — справжні суки-маніпулятори.";"5";""
"Ви майстри створювати галас без причини — чисті пиздєц.";"5";""
"Ви керуєте дискусією, як дебіли з пивною пляшкою в руках.";"5";""
"Ви збираєте срач без меж — заслужені рекордсмени лайнової битви.";"5";""
"Ви такі корисні, як презерватив на дереві — повна ахуєта.";"5";""
"Ви генеруєте більше сраного диму, ніж користь.";"5";""
"Ви будуєте замки з гівна — красиві, але розсипаються від найменшого дотику.";"5";""
"Ви вмієте говорити довго, а результат — в нуль пиздецьовий.";"5";""
"Ви перетворюєте елементарні питання на епічний пиздець.";"5";""
"Ви тонко глузуєте над порожнечею власної безглуздості.";"5";""
"Ви такі ефективні, що ваші зусилля навряд чи варті навіть лайна.";"5";""
"Ви створюєте враження роботи, а насправді — це чистий пиздецьовий цирк.";"5";""
"Ви тонко наголошуєте на марності всіх зусиль — уважні й уперті суки.";"5";""
"Ви генеруєте більше шуму, ніж корисних ідей — справжні суки-фекалеологи.";"5";""
"О, знову вони з’явилися з «миротворчими» ракетами — як мило!";"5";""
"Дякую, Росіє, за нову серію твоїх «демократичних» бомбардувань.";"5";""
"Яке вражаюче відчуття свободи дарують твої «визвольні» снаряди.";"5";""
"О, ці солдати-«визволителі» так дбають про наш спокій… особливо вночі!";"5";""
"Твої танки вдало вписуються в міський ландшафт руїн — прямий дизайнерський хіт.";"5";""
"Ви так любите мир, що щодня доводиться ховатися в підвалах.";"5";""
"Неймовірно, як щиро Росія вірить у права людини… особливо коли вони вибухають.";"5";""
"Дякую, що навчаєте нас дорожити тишею — після кожного обстрілу.";"5";""
"Ваші «гуманітарні» конвої — це майстер-клас із роздачі уламків.";"5";""
"О, знову від «братньої» країни прилетів черговий подарунок у вигляді снарядів.";"5";""
"Яка дивна любов до «звільнення» — завжди зруйновані будинки в подарунок.";"5";""
"Ви так турбуєтеся про нашу освіту, що знищуєте школи першими.";"5";""
"Прекрасно бачити, як у вас вийшов новий сезон «ми любимо мир» з вибуховими ефектами.";"5";""
"Дякую за щоденні освітні заходи — як ховаються діти від артилерії.";"5";""
"О, ваша пропаганда така ефективна… особливо коли у вікнах стіна замість шибок.";"5";""
"Ви так підвищуєте туристичну привабливість, що всі заливають місто кров’ю.";"5";""
"Ваші війська так люблять культуру, що начищають бруківку трупами.";"5";""
"О, знову від «братів» — обійми з мінометним вогнем.";"5";""
"Ваша честь так безцінна, що її можна обміняти на руїни.";"5";""
"Дякуємо за нову моду на маскувальні сітки — переважно над зруйнованими містами.";"5";""
"Ваші «визвольники» настільки ввічливі — стріляють у тиші.";"5";""
"Яке глибоке розуміння свободи: бомбардувати, поки не зникне вогонь у наших серцях.";"5";""
"О, які технології! Розумієте, як влучити точно в дитячу лікарню.";"5";""
"Ваша дипломатія — це коли спочатку знищуєте місто, а потім пропонуєте чай.";"5";""
"Неймовірно, як вам вдається любити мир, кидаючи снаряди в приватні квартири.";"5";""
"Дякуємо за уроки виживання — вчимося бігти щосекунди.";"5";""
"Ваші «казарми» так екологічні — калюжі пролитої крові всюди.";"5";""
"О, ви такий миролюбний народ — особливо коли до вас лунають гвардійські гімни.";"5";""
"Ваша оборона така надійна, що захищає тільки ваші ракети.";"5";""
"Неймовірно, як ви вмієте промивати мізки — поки знищуєте будинки.";"5";""
"Дякуємо за ваші феєрверки — особливо ті, що не закінчуються.";"5";""
"Ви такі добрі до нас, що заливаєте вулиці сльозами та димом.";"5";""
"Яка дивовижна готовність допомагати — привезти ще більше снарядів?";"5";""
"Ваші «зелені коридори» — це коли зеленка на уламках.";"5";""
"О, як ви любите братерство — спільні могили об’єднують нас.";"5";""
"Дякуємо за ваші чарівні звуки сирен — так нищівно музично.";"5";""
"Ваші солдати — справжні туроператори: екскурсії серед зруйнованих будинків.";"5";""
"Не можу натішитися вашим «мистецтвом» руйнувати наш спокій.";"5";""
"Ви такі гуманітарні, що вивозите тільки те, що залишилося цілим.";"5";""
"Ваші обіцяні «перемир’я» — це коли ви просто міняєте калібр на гірший.";"5";""
"О, які щирі обійми від «визволителів» — бій лопатою по дверях і мир у душі.";"5";""
"Дякуємо за ваші «благородні» ракети — вони так елегантно зривають дах.";"5";""
"Ваші війська так тонко відчувають гумор — коли падають міни на площі.";"5";""
"Я захоплююся вашою здатністю створювати пекло там, де був рай.";"5";""
"Ваші «герої» такі великі, що знаходять нас під завалами.";"5";""
"Дякую, що навчаєте нас цінувати життя — після кожного залпу.";"5";""
"Ваша заслуга в мирі — це коли після вас лишається лише попіл надій.";"5";""
"О, які ви ефективні у «визволенні» — знищуєте навіть тіні.";"5";""
"Ваші обіцянки миру такі ж надійні, як порожні касети";"5";""
"Ви такі щедрі, що даруєте нам нові порції руїн щогодини.";"5";""
"Ой, які вони сміливі — стільки років спостерігають, як ми воюємо, і досі не втомилися натискати «зачекайте».";"5";""
"НАТО так дбає про мир, що продовжує обіцяти підтримку у форматі «ми з вами думками». ";"5";""
"Дякуємо НАТО за оперативність — максимум півроку на відповідь, а потім відеозвернення.";"5";""
"НАТО вміє рішуче… радити нам триматися, поки ракети продовжують падати.";"5";""
"НАТО точно знає, що робити — чекати, поки скінчаться патрони.";"5";""
"Яка ж чудова стратегія — посилити плечі союзників… словом і поглядом.";"5";""
"НАТО так відчайдушно хоче миру, що кожного ранку молиться про наші перемоги.";"5";""
"Так мило, коли НАТО каже «ми розглянемо» — як подарунок із запізненням.";"5";""
"НАТО вражає своєю швидкістю реагування… тільки в спогадах про минулі конфлікти.";"5";""
"Я вже звик до натовського «ми стурбовані» сильніше за звук сирен.";"5";""
"НАТО — справжній майстер делікатного штовхання під пояс.";"5";""
"О, як швидко НАТО вирішує питання безпеки — стільки ж, скільки росте трава на полі бою.";"5";""
"НАТО дарує нам надію… на те, що колись дійдуть руки допомогти.";"5";""
"НАТО так сильно підтримує демократію, що обіцяє вентилятори для наших бомбоубежищ.";"5";""
"Прекрасно знати: доки НАТО готується, ворог вже бігає під обстрілами.";"5";""
"Дякуємо НАТО за чітку комунікацію — стільки email-ів, а жодного кулемета.";"5";""
"НАТО вирішило посприяти стабільності… відправивши меморандум із побажаннями.";"5";""
"Скільки любові в натовських «інвестиціях» у нашу оборону — особливо у паперах.";"5";""
"НАТО вміє зберігати нейтралітет… навіть коли сусід б’є в скло.";"5";""
"НАТО — це коли твої партнери надсилають фотографії підтримки замість боєприпасів.";"5";""
"НАТОсний підхід: надіслати логотип і кілька слів співчуття.";"5";""
"НАТО, дякуємо за віру в нас — віримо, що допомога колись прибуде.";"5";""
"НАТО — справжній чемпіон із відтягування рішень.";"5";""
"Я так заспокоююсь, коли чую «НАТО обговорює» — звучить як музика затягування.";"5";""
"НАТО вчить нас терпінню — поки тривають обстріли.";"5";""
"НАТО демонструє, як не треба діяти — приклад у кожному промовному паузі.";"5";""
"Ох, як швидко НАТО діє, коли війна відбувається за іншими кордонами.";"5";""
"НАТО настільки драматично стурбоване, що розсилає пресрелізи замість зброї.";"5";""
"НАТО — це коли твої захисники заштовхують інструменти в комірчинку бюрократії.";"5";""
"НАТО так піклується про наш суверенітет, що відсилає інструкції з шаблонними фразами.";"5";""
"НАТО — це коли підтримка звучить як відкладений дзвінок.";"5";""
"НАТО вміє мотивувати — обіцяє повернутися з допомогою… колись.";"5";""
"Супер, коли НАТО каже «будь ласка, дочекайтесь» — найкращий приклад дипломатії.";"5";""
"НАТО вражає своєю стратегією: діяти тільки після чіткого мандата (ймовірно, наступного року).";"5";""
"НАТО так цінує життя, що спочатку розробить протокол безпеки, а потім подумає про зброю.";"5";""
"НАТО — це коли твої союзники запитують, чи не хочеш ти ще раз повторити прохання.";"5";""
"Дякуємо, НАТО, за оперативну евакуацію… з офісу в Брюсселі.";"5";""
"НАТО — майстер створювати відчуття захищеності за допомогою email-підписів.";"5";""
"НАТО вчить нас стратегії виживання — в черзі на отримання пайків.";"5";""
"НАТО так швидко реагує, що потрібно бути готовими чекати кілька зим.";"5";""
"НАТО демонструє справжнє партнерство — в казусах затримок і бюрократії.";"5";""
"НАТО — це коли тобі надсилають фотографію тренування, а не тренери.";"5";""
"НАТО і миротворчість — дві речі, які вирішують по черзі.";"5";""
"НАТО так любить діалог, що обговорює кожен крок тричі.";"5";""
"НАТО зберігає свій нейтралітет у нашій біді… дуже професійно.";"5";""
"НАТО — найкращий приклад того, як не треба прискорювати процес.";"5";""
"НАТО вражає здатністю слухати більше, ніж діяти.";"5";""
"Дякуємо, НАТО, за вашу «допомогу» — надсилайте ще попкорн для перегляду новин.";"5";""
"НАТО — справжній художник із затягування термінів.";"5";""
"О, як чудово, що НАТО обіцяє допомогу з наступного десятиріччя.";"5";""
"НАТО демонструє, що головне — не швидкість, а правильні формулювання.";"5";""
"О, Путін знову на коні – мабуть, на розбитому танку.";"5";""
"Яка яскрава промова: більше слів, а менше смислу.";"5";""
"Путін так дбає про стабільність – тому й стабільно руйнує чужі кордони.";"5";""
"О, геніально: вирішувати міжнародні питання ударом «миротворчого» гвинтівки.";"5";""
"Такий собі мирний дипломат – зі списком країн у «чорному списку».";"5";""
"Путінська дипломатія – це коли спочатку стріляєш, а потім виправдовуєшся.";"5";""
"Яка чудова «миротворча» ініціатива: відправити танки замість листів.";"5";""
"Путін так любить прозорість, що ховає свої рішення в нерозсекречених архівах.";"5";""
"О, та це ж класика: обіцяти демократію і проголошувати диктатуру.";"5";""
"Путін – справжній майстер непомітно виводити чужі території.";"5";""
"Я не знав, що «ефективна» влада вимірюється кількістю анексій.";"5";""
"Такий стиль управління: багато пафосу й ще більше порожніх обіцянок.";"5";""
"Путін щодня дивиться у дзеркало й каже: «Ще не досить залякані.»";"5";""
"О, ці мудрі поради від лідера, який сам ходить у чужі двори без запрошення.";"5";""
"Путінський PR – це коли вогонь у телевізорі завжди яскравіший за реальність.";"5";""
"Який чудовий приклад: знищувати мир, а потім писати про його відновлення.";"5";""
"Путін так полюбив ближній бойовий друг – що став їм самому собі.";"5";""
"О, ця вічна спокійна риторика – поки за вікном ревуть гармати.";"5";""
"Путін – віртуоз ігнорування міжнародного права.";"5";""
"Такий лідер, що країну розвиває… насильством і залякуванням.";"5";""
"Путінська «м’яка сила» – це коли соціальні мережі блокують із елементами цензури.";"5";""
"О, як мило бачити цього джентльмена в «кремлівському фраку» серед руїн.";"5";""
"Путін такі діалоги любить – коли твоя відповідь опиняється під мінометом.";"5";""
"Це ж геніально: вивести всю країну у «віртуальний простір» через пропаганду.";"5";""
"Путін – справжній майстер замовчування власних провалів.";"5";""
"О, ця безмежна турбота про «русскій мір» – до тих пір, поки хата не згорить.";"5";""
"Такий стратег – змахує рукою на сусідів, наче той незручний комар.";"5";""
"Путінська експансія – як плямистий медведь: грізно й непомітно.";"5";""
"Ось це журналістські розслідування люблять – коли просто зникають без сліду.";"5";""
"Путін – втілення «мирного» плану: спочатку бомбардувати, потім запитувати вибачення.";"5";""
"О, Петре Олексійовичу, ваш досвід у шоколадній індустрії так допоміг державному бюджету… особливо запасами цукру.";"5";""
"Ваша прозорість у бізнесі вражає — як скло, затулившись пилом корупції.";"5";""
"Після ваших реформ ми нарешті зрозуміли, що ‘зміни’ означають ‘нічого не зміниться’.";"5";""
"Ваша передвиборча щедрість — справжній взірець: людям лишили борги, а вам — прибутки.";"5";""
"Дякуємо за вашу безпеку: тепер нам добре відомі всі краєвиди нових котелень.";"5";""
"Ваш ентузіазм у боротьбі з олігархами вражає… особливо коли вони ваші партнери.";"5";""
"О, Петре Олексійовичу, ваша любов до закордонних поїздок — справжня дипломатія в дії.";"5";""
"Яке щастя, що ваші закони такі ‘послідовні’ — один пакет правок на рік.";"5";""
"Ваші антикризові заходи працюють блискавично: криза зростає швидше за ваш бюджет.";"5";""
"Ви вмієте говорити про європейські цінності настільки красномовно, що ЄС вже заскучив.";"5";""
"Ваше вміння обіцяти реформу за реформою — справжній марафон без фінішу.";"5";""
"Ваша команда така злагоджена… як оркестр, де кожен грає свою партію без диригента.";"5";""
"Петре Олексійовичу, ваш підхід до економіки — це коли кинути гроші в повітря й чекати, що впадуть в кишені людей.";"5";""
"Ваша філантропія вражає: подарували країні борги замість інвестицій.";"5";""
"О, які у вас дива бухгалтерії — рахунки розбігаються так само, як ваші обіцянки.";"5";""
"Ваше прагнення до прозорих тендерів – наче веселка над чорним ринком.";"5";""
"Дякуємо за вашу енергійну політику: нарешті зрозуміли, що ‘активність’ — це її імітація.";"5";""
"Ваша риторика про справедливість — справжній взірець чесності… в паралельній реальності.";"5";""
"Петре Олексійовичу, ваші ‘малі кроки’ до змін — ніби марафон, де фінішу ніколи не видно.";"5";""
"Ваша щедрість у роздачі посад — справжнє народне благо… для кланів.";"5";""
"Ваші ролики з обіцянками — це як трейлери без фільму.";"5";""
"Ви так дбаєте про армію, що тепер знаємо ціну кожного бронежилета.";"5";""
"Ваш закордонний імідж — ніби солодка обгортка на гіркому цукерчику.";"5";""
"Ваша стратегія ‘стікерів на дорогах’ працює дивовижно: дороги ті ж, а любов — тим більше.";"5";""
"Петре Олексійовичу, ваші реформи — як нові журнали обліку: багато сторінок, жодного результату.";"5";""
"Ваше бажання модернізувати країну — наче бажання посадити дуб з насіння маку.";"5";""
"Ви вмієте пояснювати економіку так, що всі думають: ‘навіщо взагалі це розуміти?’";"5";""
"Ваші піар-кампанії — чудова ілюзія: виглядає масштабно, але порожньо всередині.";"5";""
"Дякуємо за ваші ‘кроки до миру’ — ми вже вміємо ховатися від обох сторін.";"5";""
"Ваша пристрасна любов до виборів — справжній роман без фіналу.";"5";""
"О, Ляшко, твій патріотизм такий же глибокий, як твоя любов до ефіру.";"5";""
"Яка ж тонка стратегія — стрибати між прапорами, немов на батуті.";"5";""
"Твій стиль ведення дебатів — це коли емоції б’ють факти в корені.";"5";""
"Ляшко, ти так дбаєш про народ, що вмієш зіпсувати будь-який мирний протест.";"5";""
"О, цей твоїй запал — він горить яскравіше за будь-який сенс у твоїх промовах.";"5";""
"Твої обіцянки — як кульки з гелієм: піднімаються високо, а потім тихо здуваються.";"5";""
"Ляшко, твоя харизма б’є через край… десь у протилежному напрямку до розуму.";"5";""
"Твій підхід до політики — ніби ти читаєш промови з рулетки.";"5";""
"О, ти знову на трибуні — мов клоун без арени, але з гучним звуком.";"5";""
"Твої прапори так легко змінюються, що вони крутіше за будь-який вітрильник.";"5";""
"Ляшко, твій ентузіазм у сварках – справжній цирк із пустими трибунами.";"5";""
"Твоя діяльність — як феєрверк: гучно й барвисто, але нікому не запам’ятовується.";"5";""
"Твої гасла — як вітряки: багато руху, жодної користі.";"5";""
"Ляшко, твій план дій такий же чіткий, як твій раптовий з’їзд із політичної орбіти.";"5";""
"Твої обличчя у хвилину — як безліч сторінок в книзі, де немає жодного розділу.";"5";""
"О, ти знову в ефірі, немов екзотичний птах, але співаєш без мелодії.";"5";""
"Ляшко, твоя риторика — це марафон без фінішу й без аплодисментів.";"5";""
"Твої заяви так само міцні, як картонні щити.";"5";""
"Твій спосіб залучати виборців — немов нічні перегони на дитячих велосипедом.";"5";""
"Ляшко, твій оптимізм блищить, як зношена бляшанка.";"5";""
"Твої плани – це пазл із браком частин.";"5";""
"О, твій голос у парламенті — як сирена швидкої: лякає, але не рятує.";"5";""
"Ляшко, твоя здатність змінювати теми — як телевізор із несправним пультом.";"5";""
"Твої поради — мов повітряні кулі без гелію: ідеї не піднімаються.";"5";""
"Твоя впевненість у словах — мов повозка без коліс.";"5";""
"Ляшко, твоя присутність на мітингах — наче гірлянди вночі: видно, але марно.";"5";""
"Твої обіцянки — як штучні квіти: красиві, але без запаху змін.";"5";""
"О, твій стиль ведення суперечок — немов карусель без гальм.";"5";""
"Ляшко, твоя тактика — як феєрверк під дощем: блисне раз і згасне.";"5";""
"Твої аргументи — як подих вітру в бетонній стіні.";"5";""
"О, пане Лукашенко, дякуємо за ці карти — завжди корисно знати, звідки сусід вирішив послати «привіт».";"5";""
"Яка неймовірна стратегія — малювати маршрут ворожих танків, ніби це план екскурсії до Мінська.";"5";""
"Дякую, що поділилися картою нападу — так приємно знати, хто наш справжній «туроператор». ";"5";""
"Ці маркери на карті так мило вказують на кордон — неначе запрошення на недільний пікнік із гарматами.";"5";""
"Пан Лукашенко, ваша здатність швидко знаходити місце, звідки готується агресія — це вам не жарти.";"5";""
"Карти з ворожими колоннами — немов туристичний путівник: «Дивіться, танки на підході!».";"5";""
