clean_text,label
"таню, ти певно сольників сандри нейсіч і долорес оріордан не слухала?",0
"ох, ну видали той твіт і дістанеться комусь іншому))праблєма))",3
нічосє. збереглася,0
"малеча прокинулась, ми ідемо додому, бо вже спекотно. завтра зранку ти вільна?",0
"ноги поспали і все з ними добре:) не забудьте: аптека,шок.майстерня,вернісаж,ратуша:))",0
"І так рябзі, Капрічіоза чи Баварія?",0
"знаю,що деякі факультети збираються під Червоний,але навряд вдасться усі так переконати. Але так було б краще.",0
"Не любила бухгалтерів, тепер ще більше не люблю.",0
Ще не люблю п'яних людей і коли чіпають мої речі.,0
"Деяким діткам дуже важко вимовляти моє ім""я, Тому вони звуть мене або Натана, або Натата, або Атата :D",0
Кіберсамурай,0
вони всюди є,0
"згідна:) рвуть та мечуть :) виправдовують, скрінять. Все в кращих методах бандерівців. ;))",3
"зазвичай щоб отримати реальну картку треба з ними злітати. але деякі компанії одразу присилають пластик, наприклад AirBaltics :)",0
майже митець)))),0
"Всі звалили, а ми з фізичкою про життя говоримо Каєф",0
"ти ж не про тві-сітірчку, правда?)",0
випрала нове червоне плаття...тепер в мене купа рожевої білизни)),0
Біґ Бен тепер остаточно не Біґ Бен.,0
та ясне діло. ніхто вже україну не виправдає і не поверне,0
"можеш одненький мені подарувати, мені клатчі подобаються, беру з собою для краси, коли за все платить Іван",0
"Зварити пельменів, чи кудись сходити? Купатись чи не купатись? [censored] ці питання [censored]. Схожу до офіса, там подумаю.",0
"Сьогодні мені наснився сон німецькою та сон про шарудіння кульочка. Дякую, підсвідомість, але шо мені з цим робити?",0
"Дякую,я старався)",3
"Мене можна не накручувати, я сама з півобороту накручуюсь",0
"чекаю 4/02, буде 5 епізод. цікаво куди заведе сценаристська думка? точно в кінці вийде якесь ""безТабу"" з Ольгою Герасимюк",0
"медіа-задроти пишуть вірші на планшетах, а потім переписують їх в записники",0
На днях зустріла це відео в статті про ксенофемінізм і все не могла згадати на якому фестивалі його бачила!,0
заре розкажу довгу історію своїх і не зовсім своїх книг з циклу темна вежа. хештеги менісіравночивамцікаво меніцікаво,0
Джазовий настрій ))),0
"вітаю! Але це тільки частина роботи )) тебе чекає купа сесій,купа друзів ) дерзай!",0
"А тим часом риторика в етіх наших інтернетіках дійшла від ""мишєбратья"" & завтрак_на_граніцє до прямих закликів повалення влади & розправ над людьми що мають проукраїнську (пропрезидентську) точку зору. І мені не треба нагадувати, що до виборів рік, правда?",0
"іронічно, правда? палаючій холодно",0
Вам комарі смокчуть. Хоч хтось.,0
Чому мене так пре з самого ранку?,0
"Десь там скоро буду я на зіку... Подивіться за мене, потім розкажете мені як там все було, м?)",0
"Тві, треба кров з носа пошукати, шо нині летить з Борисполя до Грузії. З телефону не грузить. Гляньте пліз!!",0
"Мустафу запідозрили у зв'язках з Майданом. Так і згадується: Встречаемся в 22:30, одеваемся тепло, берем с собой чай и ...",0
"шо це такоє ""ворота фєй""? О_О",0
ну це ж правда:),0
Це рілу спецові дирки для брелків,3
"ну магазин не в Польщі, тому не бачу проблеми))",0
це бабусі люблять по максимуму одіти і нагодувати :)),0
"А шо робить, у інших все не працює",0
"в не науково-технічному перекладі ми не диференціюємо так строго) а в спецперекладі та, тре точніше)",0
"ні, прост пропоную",0
"Пише мені якась дівчина довге повідомлення ВК. Починається словами: ""Це буде звучати мабуть для тебе дивно,але я твоя сестра"". О_О",0
"Сам удома музика на повну, вибачайте сусіди",0
ой прастітє)) абазналась)),0
Ну всяке таке:)халат прасує:),0
ХТО Б КАЩАВ!!!,0
"всі іксперти і ікспертеси розказують за гроші, що треба постити в інстограм",0
"так потішив несподіваними приємностями,подарував мої улюблені волошки))дякую^^",0
думала якась більш секретна магія. бо все вищеперечислене мені не особо допомагає за стільки часу. думала зараз будеш Роаккутан рекламувати),0
Мініатюра Тупий Юмарок: Я прийшов на пару тільки з ручкою. Друг прийшов тільки з зошитом. Ось тут ми і поєбались.,0
"Бо я ж бігаю з багнетом і заколюю тих, хто не використовує фемінітиви... Oh, wait, ні, цей тред почався тому, що мені нащот попереднього взагалі анрелейтед твіта набігло людей розказати про те, як ""стоматологиня"" калічить мову.",0
демешка. і добраніч,0
дякую за тепле смс!:) Прийми і від мене вітання;) Щасливого Різдва!,0
"передусім, їхнє гранатове вино)",0
Шоколадку. Півцарства за шоколадку.,0
я останнім часом вічно не в тему сорі,0
"Діставай масло з холодильника заздалегідь, щоб воно до приготування бутерів встигло трохи пом'якшати ;)",0
це за відставку готарєвої,3
фак іт,0
шось хлопці осліпли до сісьок,0
Охуєнно виглядаєш,0
рідні ж)),0
а ти хіба не хочеш побачити Квітку в її апасній шапці?))) я хочу і навіть на жертви готова піти,1
"Бро, ти кинув дві фотки однакові",0
Спостерігаю як офіціанти (бармени?) Крапки Коми п'ють не криючись... Не туди я пішла на цьому празніку жизні...,0
Якось то очінь странно,0
"Якщо так, то я в плюсі)",0
"Коли мене питають, чому я обрала клинику, завжди кажу - бо патологія цікавіше за норму =)",0
"Чуєш, кавалок, якісь претензії?)",0
"це я зараз не маю на увазі, що усі можуть і це так надзвичайно легко, але НАМ це зробити набагато легше, аніж носіям західноєвропейських мов опанувати хоч одну слов'янську.",0
"моя тобі порада, ніколи не втручайся в чужі стосунки.",0
в нас для іноземців нб теж платні,0
"Передивлялась 3 частину Піратів Карибського моря. Мене досі не покидає думка про те, яке в Елізабет гарне обличчя",0
"Там багато геїв, але все одно нетдумаю, що тобі зайде",0
"Як добре, що у мене немає мети в житті, й мені ніхто не потрібен, а отже можна спокійно деградувати.",0
"я б порадив, але тобі не сподобається, там грубий гумор)",0
"Так, ці стереотипи дуже сильно засіли у багатьох в мізках, і це дуже прикро..",0
а з яких переконань?,0
З моїх пріоритетів - так,0
"Рєбят,що там у О.Торвальд новий альбом? а можна посилання,будь ласка )",0
"і сміх, і гріх",0
кому треба наваляти?,0
дякую Ігоре =*,0
"Все добре, але трава свiтлiша за дерева.",0
"хух, а я вже....тепер можна й повчитися",0
"ооо дякую що підказав. І ми вітаємо з таким важливим днем. Нових початків, цікавих проектів, незабутніх мандрівок",0
І то ще не всі),0
як варіант що доступу немає щоб зробити,0
якраз дивлюсь),0
"ти хочеш мене образити, подумавши, що я не слухала Гадюкіних?)) чувааак))) я канєшно затупила з іменем, але ж не з музикою)",0
обговорили з Машою які чоловіки неоч (читай: мудаки) й лягаю морально готова до нового робочого тижня,0
реставрують декоративне і ужиткове мистецтво і предмети вжитку,0
"баба півжиття пропрацювала в колгоспах, решту веде хазяйство вдома. не дивлячись на всі болячки каже, шо якшо в неї це забрати - вона вмре того ж дня! і знаєте, я їй вірю. життя, де ти працюєш 8год за компом для неї гірше смерті, хоча й шо таке той компутер вона поняття не має",0
"Запиваю шаурму вином. Мініатюра ""Коли ти аристократ, але ж шосткинська прописка"".",0
чому? здатності до непорочного зачаття? : ),0
"- це мій інформаційний хоспіс - може, холдінг? - ні.",0
"Авхвхахва, найбільше запам*ятала про те, що ти завжди питаєш в моєї Ані ""Як тебе звати?"". А ще ти агонь твіттерський)",0
"гггг, лисичка одобряє",0
"сумніваюсь, що є сенс.",0
"Сходила на тренування, подрочила, почитала, зробила дерунів. Мій вихідний перетворився на типовий день домогосподарки((",0
"пишу приятелю з луганської області - чутьшо до нас їдь, захистимо. і від того, що я пишу - волосся дибки так повільно повільнооо встає.",0
відпочивати від метушні),0
На атєбісь Полюбе,0
"я знала! я знала, щшо ти відчуєш мене і цей твіт!",0
Це професійні тролі?,0
"та ну, все так просто, береш і їдеш)",0
"Воувоу, я тiльки цьогорiч доросла до вiдповiдального вiдпочинку - як ти знала? *промiнь вдяки, раз сонечко. Навзаєм!*",0
"гади - це узагальнене для стілів, мартінів, камелотів, бєрців, лєст))",3
А то ще пасинків я не потяну,0
То вам із Вінниці подарунок,0
ти на концерті?),0
"Довела маму до істерики своїми жартами,вже кричить,що з такими приколами я взагалі не поїду у Львів)))",0
ну це ти забагато від Жовтня хочеш),0
Сів під деревом і здох Ба да бумц,0
"ага, до речі, іще +1 знайомий гострить лижі на закордоння(( принаймні третій, за рік",0
"підписуюсь в основному на чоловіків, бо понити собі в стрічці я і сама можу.",0
що крутиш? це просто 300 фоток,0
логіка така логіка:D,0
"Я так люблю копатись у собі, що в душі вже, напевно, наскрізна діра.",0
та він походу суперсько Ромко облився водою і передав естафету Юркові там на його сторінці має бути відео,0
"Думаю, таким чином вони можуть своє покриття показувати, в Криму ж їх немає... Але бачити таку карту -це як червона шмата",0
"І да, їсти батон, вмочаючи його в какао, о 1 ночі, то таки перебор.",0
о і твоя буде з ляпками?)),0
це знаєш тільки ти одна,0
"сказала б я шось, але то буде абідно))",3
"В одній руці пакет зі сміттям, в інший - з диплом. Який кульок тре викинути до смітника? Правильно, обидва.",0
очі... в родини Стринадюків оці характерного синього кольору і дуже схожі) Я впізнала в тобі себе),0
тільки ж я не бухгалтер)),0
мені потрібні реп і шоколад. багато шоколаду. і ще більше репу.,1
ну міг би і промовчати тут)),0
так я то і роблю в тому то і фішка,0
"""Молодіжний сленг - соціолект людей у віці 12 - 22 років"", - Вікі. Отже, якщо вам за 22, ви вже старіки :D",0
"сиджу на лекції з піару, втиху хомячу млинці",0
"Каліфорнія — це людина в пуховику, шапці, шарфі та шортах і шльопках, коли +25-30 (в цельсіях) надворі : )",0
моялюбоубалувана :)) а що треба? написи? картінки?,0
"Мені так подобається, що Порошенка називають Порох)",0
НІФІГА,0
я змогла тільки оте своє дороге зі 100% подачею,0
щоразу як хтось лайкає фоточки з чорногадлядрузівського альбому я мушу його ше раз передивитись. хештег тавийтакзнаєте,0
"чудова книжна. Найкраще, що читала Вишневського)",0
", відчуваю потребу, приходжу, дуже багато міряю різних, розчаровуюсь, засмучена вертаюсь додому.) Повторюю раз на 3-4 місяці.)",0
"а я вже хтіла пожаліти.. ну нє, то нє.",0
муві мейкео,0
"Є два типи людей ""я думав, могло бути гірше"" і ""я думав, могло бути краще"".",0
"Але пройде час і я собі подякую. Коли раз проходиш цей шлях, потім ще раз і ще раз то принаймні віриш, що з того буде толок.",0
Мене читав ще до роботи тут один з керівників.,0
"Там рожева шуба така велика, а насправді на тендітних дівчат",1
Некрофіл,0
лижі,0
"ох, мозок того не розуміє зовсім",0
так і є,0
Добрєйшого ранку :3,0
"угу, подякував заздалегідь",0
старо-твітри,0
я ж написала: іронічного когось,0
"в мене тільки на курсі було майже півтори сотні, а ще ж всякі діячі з молодших і старших курсів. Хєр відіб'єшся",0
чекаємо : ),0
"ми там не затрималися, там з усім не пощастило.",0
Та це сложна шутка про режим Віші,0
Все що мені не можна,0
юний друг! Всігда будь юним!,0
"ну і кончено ж виглядають пости у фб, коли хтось змінює аватарку. особливо подобається та половина бекграунду, де тупо білий фон.",5
"А мене коробить це слово відносно людей. Бо люди ходять гуляти з власного бажання, а не тому що хазяїн веде) Чи у тебе не так?))",3
А насправді будете з пайана єбатись в душі,0
В шевченківські краї?),0
Зараз би померти та пожити по-людськи.,0
"Люди зникають, от і Юри немає",0
французька збірна з регбі така нівроку. але шо це за нікакуща бабета. німфа-гімнімфа.,1
"В мене дуже чутливий бивший і я, єслічесно, не хочу його ображати.",0
божееее *-* цивілізація),0
"Тюрма на Лонцького вражає і лякає. Готуємося сидіти в таких самих, тож вирішили ґрунтовно підготуватися, почавши з історичної частини.",0
"Як же я ненавиджу невчасно хворіти! Завтра весна, а плани мої поступово зникають",0
"згадай мою футболку, будь ласка.",0
Сьогодні короткометражки? Нежданчик. Хотіла подивитися про Лагерфельда і Гальяно. Подивлюсь про моду Лондона і звалю)),0
"Лілі Роуз Депп є обличчям дому Діор, а її татусь знімається в рекламі парфумів Діор. Сімейний підряд просто таки )",0
"Якби я захопила цілу будівлю заручників, то висувала б набагато реалістичніші вимоги. Море кокаїну та цистерну грушевого йогурту, наприклад.",3
"дєвки, не шутіть *ціну не набиваю, але крепко сміюсь з рими таня-красаня)",0
Дніпру слава!,0
"от блін, таких красунь зібрав. Чого мене не покликав?",0
там ахуєнно все від початку до кінця.,0
"Дякую тобі, Сашенько",0
у мене немає твого номеру :( (уяви собі!!),0
Яка інтригуюча фраза...,0
так. Сильно заводиться і хочеться по попі йому надавати,3
чессно кажучи не знаю жодного інтернет-магазину з задовільним сервісом,0
він там Гаель - новий парень Робін,0
а ніфіга для мене не елементарно =( залишилося сантиметрів 20 і що з ним робити??,0
"вона три місяці днювала і ночувала на майдані,хоч мала можливість поїхати в Францію,ще як тільки у нас почались акції протестів.",0
це смішно) Більше нема і слава Богу:),0
"та, але про це ми навряд дізнаємось) *фоточка не моя((",0
розсмішив))) дякую,0
конті,0
"У тебе проблеми з ТЗ :) треба хоч казати, куди і до чого",0
Ахахза хоч щоб і тебе мраззю назвали?,1
для мене вони всі однакові якісь,0
"Немає слова ""блять"", і на блядь не схожий",0
"мені ці тексти - пушкін, що кусає себе за кучері власних яєчок. зациклений на собі світ, який ніколи не зміниться. якби форма була іншою - це могло б мати вихід у діалог з ""інакшістю"", а такий текст зневажає мене особисто, бо повертає мене туди, звідки я із зусиллями зміг втекти",3
"в дупцю, так)",0
"Синій просто з часом вимивається у світло-зелений, червоний у рожевий, чорний у бордовий або синій, зелений у жовтий і фіолетовий у сірий",0
"та лишись ти дівчини. не хотіла, не відповідала, шо ти велики цабе чи шо?",0
"Я дуже самостійна, от сама собі принесла сніданок і каву у ліжко, от сама собі тут сиджу, їм",0
"За кілька годин вечірка,алкоголь не приїхав,гарячої води нема,каналізація не працює,еспресомашина зламалась,в одній із зал розламують стіну,не весь необхідний персонал з'явився на роботі сьогодні. Мені здається, що пекло виглядає саме так.",0
У мене те саме. Дах з'їхав давно. Тому виходь в реальне життя якомога скоріше.,0
"які всі ніжні) Хіба не пив би, якби в компанії дали?",0
"Боженька не нагородив мене красівою фігурою, бо мав на мене інакші плани",0
Не вийобуватисб,4
"І не кажіть, що ви ніколи не розглядали скріншот повністю (а не тільки потрібну інфу) який вам кидали. То ж треба подивитися на відкриті вкладки, як розташований пуск і т.д.",0
В дівчинки товстенькі негарні ніжки і коротка спідничка. amagad no.,1
щороку ніби перед кінцем світу,0
"на механіці вчитись, але їздити на автоматі))",0
з левом геть реалістично,0
я з тобою!!!,0
"почитай про Люблін з ""Лексикону"". він на презентації цей уривок читав, зала плакала)))",0
"зрозуміло, дякую. ми просто вже замучилися ремонтувати існуючий сайт :)",0
"а може напряжеш булочки, і пошукаєш, м?",0
Канікули таки будуть! Фр-фр-фр,0
"а мені шоста, порівняно з книжкою, урізана шо капєц, добре, що вони сьому розбили надвоє) є нет. качаю 7.1. вечором пад""їдь)",0
"Якшо побачил мене на вулиці, кричи",0
"Можна ж на майбутнє викупити землю та поставити пам'ятник,а земля то почекає)",0
А я хотіла випити чаю. А ніфіга. Так що такоє.,0
2\2 сказав що вчора вбили його друга тому він не може більше бути вдомаОтак росіянин і український націоналіст опинилися по один бік барикад,0
"нє, в мене зараз лучча)",0
"виявилось, що 9 - це середа. І робочий день. Іронія долі відміняється.",0
Хуякерська атака,0
"В моєї мами два інстаграми, пости в фб про подорожі, дітей, книжки які видають друзі дитинства, систему освіти й взагалі.",0
"війна забрала з собою багато, найкращих...і забирає і далі :(",0
де ти таких знаходиш? Підкинь мені трішки),0
"вийшла з душу в кімнату, а тут ЧОРТ ВІЗЬМИ ВІКНО ВІДКРИТЕ І ХОЛОДНО ТАК, ЩО КАПЕЦЬ.",0
"Чоловіки,ваша увага дуже приємна,коли ненав'язлива і культурна.Даруйте жінкам квіти,нпрклд,або поговоріть,привітайтесь і всьо.",0
а шо воно перше почало,0
На Дорошенка гравірують на металі,0
служить : ) це ж військово-морська база. і то не прапор.,0
"ти ото сказалв це українською, а до мене не відразу дійшло про що ти. але ок",0
"учорашня злива застала нас у вагоні метро. чорний дощ, змішаний із брудом даху потрапляв через вентиляцію і нафтовими плямами бруднив одяг",0
Та вже пару тижнів,0
"Трохи страшно усвідомлювати, що ти знаєш когось більше ніж 900 днів.",0
"красіво жить нє запрєтіш Кстаті скільки 0.5 ожинового вина? Цікаво, за скільки могли б своє продавати)",0
Та і мені ніхто не пише. Тому ні з ким не спілкуюсь.,0
ендрю знайшла?,0
"Пробув два місяці в дитбудинку спеціальному, дзвонять, щоб батьки забирали. А вони ""Раз ми такі хуйові, хай там і сидить"".",0
І місця в inner circle тільки для себе одного.,0
"Проїхався в міжміському автобусі - згадав за що їх не люблю. ""Вінниця-Козятин"", дякую тобі за відбиті нирки",0
рубрика рецепт щастя: довго блукати по сайтах з дизайном інтер*єрів. моє приватне задоволення.,0
"А шо я, косячу все життя, пригаю по граблям, п'ю, після цього роблю ще гірше і тд... Нерви вбила, самооцінку теж, а єдине, що я вважала для себе вічним, десь просто проєбалось",0
першопричина всього - це весна.,0
їду додому) як ти тама?,0
"Вєчєрок хороших слів на Карпатський: я говорю Сергієві няшності, а він відбивається <3",0
"те відчуття, коли я не у Львові((((",0
"До вчительки інформатики прийшов хахоль(італієць). Йду додому, а діти (7 клас) кажуть поговорити з ним. А англійською він не балакає",2
ну а шо нє? половина не всіє рахувать процент від числа. це майбутні ікономісти.,3
"Я просто сподіваюся що він мене не поріже, а чи погодиться сфоткати побачимо.",0
Що значить термін придатності?,0
яка ти красуня^^,0
"Усі погані думки виникають, бо в тебе надто багато вільного часу.",1
я в шокє,0
"блін, ну от чому твої судження базуються виключно на твоїх якихось переживаннях? Є різні ситуації",0
"але знаєте - це ідєя для стартапа. для любітєлєй адреналіну і острих ащющєній. відправляєтесь з нами в подорож і нічого не рішаєте... і ми тоже нічого не рішаєм! і всьо - піддаємось потоку сабитій, а далі як бог дасть. для особо відбитих ше й поїдем без дєнєг, шоб точно екстрім",0
"якщо потягнуть десь в темний провулок кричи ара, ара)))) це ні :)",0
що там? Якось можу посприяти шоб в тебе вийшло все?,0
"добраніч сістра =) солодких тобі........і знай, що я дуже хочу тебе побачити!!!",0
Випила молока - змерзла.,0
Та яка різниця вища освіта чи не вища В наш час наший диплом нічого не гарантує,0
"за пару днiв їду в Пiтер, сподiваюсь вони бiльш адекватнi за москвичiв.",2
Меган найсильніший мотиватор,0
"Ти думаєш, що все руйнується одного дня. Але то не правда. Воно руйнується поступово. Просто ми надто слабкі, щоб це визнати.",0
Відео займає багато місця,0
"Ми всі працюємо разом, він працює на вході.",0
"бож, моя сьогоджні вночі так мявкало шо я думав прибю його",0
Закрив два предмети на 89. Як це не на 69?..,0
"Ці думки будуть сумбурні, але вони про людей. Про те як складно їх відпускати і про вибір кого втримувати всіма силами",0
"Другий день підряд прокидаюся раніше 10-ти, спецово призначаю ранкові зустрічі, щоб не спати до 12-ти. Пацієнт іде на поправку))",0
"Продивляюсь свою стрічку, і бачу багато цитат про кохання, всілякі сердечка, пісеньки і все таке. І думаю: ""що таке?"". ...",0
"ох, в мене ціла травма. Не від процесу пологів. А від ставлення до всіж цих бідних жінок",0
"Мінаєв пише в тому ж дусі що Пелевін? Я думала попсовіше.. Не читала книгу,але хочу подивитись фільм,щоб,можливо, >>",0
3:1)) Іньєста красавааааааа),0
"Друзі з Горлівки приїхали до Львова, тож їду в Пустомити, шоб зустрітись з ними. Желєзна логіка, майже жіноча.",0
"концентрація і увага, де ви, коли ви так потрібні?",0
">> зупинка називається ""Розвилка"", а та російська пані каже ""астанавітє нам на Разлівкє пажалуста"" :D :D видно мало їм у фан-зоні налляли))",5
"Основне не спалитися, що ставишся до деяких людей так, ніби в них чумка/сифіліс/психічні розлади.",1
Хочеться вирядитися як шлюха та піти влитися морквяним соком.,0
дивне зараз в мене життя. Аж страшно.,0
Це вагомий аргумент проти жаби =)),0
"чи любите ви лимонну Сандору так, як люблю її я?",0
мундштук нормальний на шланг постав,0
"там помилка в тексті, мало бути в пользу Льовочкіна",0
Ну в мене знайомі казали ''насипати'',0
"о, шік) в нас норм компанія збирається",0
"Повільно підніми келих за любов, і ніхто не постраждає.",0
це умене з очима проблеми гг не звертайте увагу,0
"Думала, шо TRX - це не дуже жосткі тренування. ЯК ЖЕ Ж Я ПОМИЛЯЛАСЬ.",0
"Скажіть мені таку річ: як ви дивитеся на те, щоб я скидала сюди оту свою ванільну, банальну й безсюжетну маячню, про яку вже згадувала?",0
"Два тижні без ноута закінчилися, я відремонтував свою стареньку робочу конячку. Прощавайте дівчата і книги, привіт серіали і інтернет.",0
"Ого! Просто я дуже люблю карбонару, то замислилась її приготувати вдома.",0
А ще альошкіна любов,0
Все якраз раціонально,0
"хм, а мож' фігня то всьо",0
шампунька :р,0
"в нас так другий день поспіль, і протягом цілого дня)))",0
тві-кореспонденти працюють для вас)),0
а що з ними не так?,0
"Майя є в інстаграмі",0
"1500стрибків",0
"Це щось дуже складне для мене",0
"а я думаю, що сталося з трансляцією. дякую, чекатимемо, що відновиться)",0
"ви не підкажете, де тут у вас зупинівка?©",0
"дякую, пошукаю)",0
"навіть мені сподобалася, хоча шкіряні всі доя мене не такі",0
"варто дивитись?",0
"а де в Біблії сказано,що комусь допоможе чіясь молитва?",0
"Так то не фобія,то просто в голові нема питань тоді взагалі",0
"солідарна) нахєрнада :)) от візьмем медалі, будем радіти) хоч я була прихильницею бойкоту олімпіади, і щоб ніхто з наших не поїхав",0
"успішно?????",0
"Всі ці факти ніяк між собою не пов'язані. Просто.",0
"дякую дівчатка =\* *задумалась вже їх застрахувати як Джей Ло свою дупцю* \:D \:D",0
"зі святом всіх причетних, програмісти, кого-кого, а вас в тві багато :))",0
"телефон ну або фотік",0
"У мене слабкість до гуртів/пісень із красивими назвами.",0
"от бутер набагато краще та приємніше, як на мене)",0
"Проблема більшості людей в тому, шо коли вказуєш на їхні недоліки, вони ображаються, а не беруться їх виправляти.",3
"Закінчила робити вправу у ту ж секунду, як закінчилась пісня, і нарешті зрозуміла, що таке кінчати разом.",0
"Єслі би любіл, то нє атпускал би.",0
"Коли шоколад буквально - твої ліки. Льовині зуби і останні два тижні дуже трешового сну плюс спека відкотили позначки мого тиску кудись далеко вниз. Ну і ну. Безвольна тряпочка Яна.",0
"Франківськ такий франківськ",0
"щось мовчить радіо "Чернівці" ;))",0
"нічого) вранці прокинеться і прочитає :)",0
"...Вiд цього менi ще цiкавише буде починати читати - а якою буде моя думка?.. Згодом подiлюся ;)",0
"перевіримо.",0
"ні, каже дуже зручний) не пробувала, але гордість, що українці зробили)",0
"Снилось, що у мене був великий рак (не хвороба, а тварина). Дідусь хотів його зварити і з'їсти з пивом,а я хотіла тримати його в акваріумі",0
"в тому і весь поінт) чоловіки голяться переважно в інший час, бо дивно, наприклад, бороду голити в душі. з дівчатами переважно інакше)",0
"отож я за кальоші і гальоші, і без сліз))",0
"ще актуально?",0
"так-так. побачимось ввечері. я вже заспокоїлась)",0
"Тільки не слухай порад у реплаях, особливо щодо ліків, там є дуже багато застарілої і навіть небезпечної інфи. Дійсно треба багато пити, аби уникнути зневоднення і таки лікаря. Як ти зараз?",0
"Я теж. Май витримку!",0
"+1 за linode.com, використовую вже 2 роки.",0
"Уйдітє",4
"мммм яка ж в них білизна - хочу всю!!!!!! :))",0
"Мені слова головне",0
"порушення прав людини",0
"Коли ми були малі, на сімейних застіллях пили якусь газовану солодку воду,щоб пляшка не заважала,ставили її під стіл.Мій дядько завжди ржав,що ми її никаємо,сьогодні він підмітив,що з часом нічого не змінюється,тільки замість води пляшки з вином",0
"Цьом пальчик",0
"не знаю, шо купити собі випити на вечір. з моїм фарингітом і гастрітом це прям одне одному мішає - вино добре для горла, але погано для шлунку. пиво добре для шлунку, але погано для горла. хоть бери і купляй пляшку горілки",0
"місіс гадсон, що слухає iron maiden - the number of the beast - найкращий момент серії. сподіваюся, це не спойлер.",0
"не знаю, але бачу, що деякі люди викладають фотки з явно мобільного нету",0
"це треба пережити, я так для себе вирішила. Все одно материнство -найбільше щастя в цьому світі. Зараз я думаю так.",0
"я не вмію, я лах",0
"в мене поїздки з Києва в Крим теж не виходило планувати. А зараз подвійний удар. Так мені ще й в нові міста хочеться",0
"хочуть діти бути дорослими, завжди так було...я в свої 13 років знайшла і перечитала всі книжки про секс",0
"до нездійсненних мрій і відсутність мужика в жизні",0
"План влягтися спати — проваливсь.. влягтись вдалось, а спати — ні.. читну книжку про побудову систем оцінки й моніторингу, не про єб ж тут..",0
"в такому разі необхідно зрозуміти, чого ми боїмося більше - «спаму» чи «бюрократії» в)",0
"Там дуже смачно )))",0
"ще якби з них котлєти зробити... Оце був би піар! Зжери Віталєга Козловського!",4
"заінстаграмь тільки)",0
"Рєбятки, а Гебельс писав якісь книжки? Я б почитав",0
"стражі галактики другі, якщо пропустила, кале треба мати сталеві нерви, бо там така сцена з грутом є...",0
"стримував себе",0
"трівожніка не лякає правда, трівожніка лякає неізвєснасть",0
"вбрання на весілля знов не купила, зате нові стайлери мене порадували)",0
"З цукерками з лікером",0
"Чому це?))",0
"звісно ти кращий варіант не обиреш ;)",0
"не наполеглива ти якась навіть я туди заходив",3
""у мене в голові слова "мир, труд, май" завжди звучать еротичним дівочим голосом. Хуїта якась"",3
"нелонічно що ти читаєш у фб одного гівноїда)",3
"улюблена суперечка з друзями про те - хто сьогодні менше спав.",0
"як і автомобілісти, як і просто пішоходи.",0
"десь можна скачати Вінні Пуха на укр?)))",0
"я б може й вийшла, так не звуть))",0
"зробила велику круженцію кави і йду вчитися. побажайте удачки, бо я вже задовбалася.",0
"Я про те саме взагалі",0
"мали на увазі Путіна, авааааааааа))))) ну не сміши так",0
"Зранку я вдягла кусючий светр, а значить, настрій в мене не дуже",0
"виходить, "розуміння" і вся ця інтелектуальщина — від кореня "читати"? цікаво так..",0
